CNPJ,nome fantasia,razao social,Nome contato,Setor,Atividade (CNAE),Endereço,Número,Bairro,Cidade,UF,CEP,PORTE,Fundação,Capital Social,MEI,Simples,Origem,Site,email,telefone,socio
04351849000160,CEICOB,CEICOB - CENTRAL INTEGRADA DE COBRANCAS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 990,200,CENTRO,BALNEARIO CAMBORIU,SC,88330572,Micro Empresa,14/03/2001,"100.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,galatascontabilidade@gmail.com,47  33674853,SORAYA MANSUR REIS (Sócio-Administrador)
04152320000118,,COMPASS LOGISTICA E GERENCIAMENTO SS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DONA FRANCISCA,1113,SAGUACU,JOINVILLE,SC,89221006,Micro Empresa,10/11/2000,"100.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,roque@compass.eng.br,47  33674633,"PAULO CESAR CORTES CORSI (SÓCIO/ADMINISTRADOR),ROQUE SUSKI (Sócio-Administrador)"
08462249000120,,AGMA ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 3160,40,CENTRO,BALNEARIO CAMBORIU,SC,88330284,Micro Empresa,30/10/2006,"1.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,societario@excelconsultoria.com.br,47  33673836,"ARTUR FOUQUET JUNIOR (Sócio-Administrador),MICHELE FOUQUET (SÓCIO/ADMINISTRADOR)"
05970302000106,AOP,AOP - ASSESSORIA A ORGAOS PUBLICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 1520,187,CENTRO,BALNEARIO CAMBORIU,SC,88330532,Micro Empresa,23/10/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33673789,"ALEXANDRE EVANGELISTA NETO (SÓCIO/ADMINISTRADOR),JOAO LUIS EMMEL (Sócio-Administrador)"
06287319000126,DECISA DESENVOLVIMENTO ORGANIZACIONAL,ACETI DESENVOLVIMENTO ORGANIZACIONAL S/S LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 200,111,CENTRO,BALNEARIO CAMBORIU,SC,88330648,Pequeno Porte,18/05/2004,"30.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33670297,"GIAN PIERO JOSE PACE ACETI (Sócio-Administrador),MARIA LUIGIA PACE ACETI (SÓCIO/ADMINISTRADOR)"
06243988000104,,URBANITATE ASSESSORIA EM GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA ATLANTICA,3300,CENTRO,BALNEARIO CAMBORIU,SC,88330021,Médio/Grande Porte,30/04/2004,"3.403.570,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contabil@contuz.com.br,47  33670165,KELLI ALVES (Administrador)
05890497000184,TOP PERFORMANCE,TOP PERFORMANCE CONSULTORIA EMPRESARIAL E TREINAMENTOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JACOB SCHMIDT,102,PIONEIROS,BALNEARIO CAMBORIU,SC,88330015,Micro Empresa,16/09/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,litoralcontabil@terra.com.br,47  33670165,"ADRIANO BRERO LOPES (Sócio-Administrador),CRISTINA MARIA NEVES NUNES (SÓCIO/ADMINISTRADOR)"
03109647000144,CND,CND CADASTRO NACIONAL DIGITAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 1950,1000,CENTRO,BALNEARIO CAMBORIU,SC,88330476,Micro Empresa,26/04/1999,"200.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33670165,"ADRIANO ARAUJO CORTELLO (SÓCIO/ADMINISTRADOR),DENIS RENAN ARAUJO CORTELLO (Sócio-Administrador)"
03680718000164,METHODOS CONSULTORIA E ASSESSORIA EMPRESARIAL,G. S. TELLES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 1.141,321,CENTRO,BALNEARIO CAMBORIU,SC,88330789,Micro Empresa,03/03/2000,"150.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33631131,"GERALDO DE SOUZA TELLES (Sócio-Administrador),SIMONE ZANG TELLES (SÓCIO/ADMINISTRADOR)"
05778265000139,COMPRE PNEUS,COMPRE PNEUS CONSULTORIA E SERVICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA SANTA CATARINA,881,JARDIM PRAIA MAR,ITAPEMA,SC,88220000,Micro Empresa,28/07/2003,"180.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,paulodetarso@comprepneus.com.br,47  33618322,"JOTHA PNEUS LTDA (SÓCIO/ADMINISTRADOR),PAULO DE TARSO FERNANDES BERSCH (Sócio-Administrador)"
08894615000110,,KANGUE PARTICIPACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PROTASIO BOAVENTURA CAETANO,201,PIONEIROS,BALNEARIO CAMBORIU,SC,88331075,Médio/Grande Porte,18/06/2007,"1.990.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,transportes@postokangue.com.br,47  33602012,
00491839000170,,TEMPO E TRABALHO GERENCIAMENTO DE RECURSOS HUMANOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA HENRICH RICARDO BRUNO ERBE,25,CENTRO,BRUSQUE,SC,88350020,Micro Empresa,20/03/1995,"4.200,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33553880,"EDENILSON JORGE BERTOLDI (SÓCIO/ADMINISTRADOR),EDIOMAR JOSE BERTOLDI (Sócio-Administrador)"
24877917000137,VELVET GESTAO DE MARCAS,VELVET GESTAO DE MARCAS EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PEDRO PEREIRA,45,SOUZA CRUZ,BRUSQUE,SC,88354480,Micro Empresa,25/05/2016,"100.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33551143,
08728904000140,VISAO EMPRESARIAL,ANDRE VICENTE DOGNINI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA SANTA CRUZ,644,AGUAS CLARAS,BRUSQUE,SC,88353650,Micro Empresa,28/03/2007,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33513176,
04713126000164,,LAUS ASSESSORIA E CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA OTTO RENAUX,611,SAO LUIZ,BRUSQUE,SC,88351302,Pequeno Porte,02/10/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33512648,"MACIEL LEVI LAUS (Sócio-Administrador),MARA RUBIA KRAUS LAUS (SÓCIO/ADMINISTRADOR)"
03244855000156,,AMRO CONSULTORES E ASSOCIADOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA ANTONIO HEIL,66,CENTRO 2,BRUSQUE,SC,88353100,Micro Empresa,25/06/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33512240,"MARCIA GOMES AMARO (Sócio-Administrador),ROGERIO WEBER (SÓCIO/ADMINISTRADOR)"
01967300000107,L K M CONSULTORIA EMPRESARIAL,L K M CONSULTORIA E PRESTACOES DE SERVICOS LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA HEINRICH RICHARD BRUNO ERBE,120,CENTRO,BRUSQUE,SC,88350020,Médio/Grande Porte,14/07/1997,"20.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,claudia@mosimann.com.br,47  33510300,"JOAO LUIZ FLORIANI (SÓCIO/ADMINISTRADOR),JOICE ADELIA GARCIA MARCHETTI (SÓCIO/ADMINISTRADOR),LETICIA WIPPEL FLORIANI (Sócio-Administrador)"
05412186000100,,LISANDRO BUENO IMPORTACAO EXPORTACAO E ASSESSORIA DE COMERCIO EXTERIOR LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PEDRO WERNER,93,CENTRO II,BRUSQUE,SC,88354000,Micro Empresa,13/05/2002,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33510190,"LISANDRO AUGUSTO BUENO (Sócio-Administrador),TATIANA DA SILVA BUENO (Sócio-Administrador)"
02841627000109,,CONSTANTINO ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA EDUARDO VON BUETTNER,22,CENTRO,BRUSQUE,SC,88350050,Micro Empresa,03/11/1998,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33504403,"ALTAIR MARTINS DA SILVA (SÓCIO/ADMINISTRADOR),GILVAN GALM (Sócio-Administrador)"
01628466000107,,PRAXIS CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DANIEL IMHOF,543,SAO PEDRO,BRUSQUE,SC,88351160,Micro Empresa,23/01/1997,"5.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,panorama@terra.com.br,47  33501906,"JULIANA SHINNAE DE JUSTI (Sócio-Administrador),SILVIO FRANCISCO NUNES (SÓCIO/ADMINISTRADOR)"
02700712000149,,LOMBARDI CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DANIEL IMHOF,543,SAO PEDRO,BRUSQUE,SC,88351160,Micro Empresa,20/08/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33501540,SERGIO LOPES LOMBARDI (Sócio-Administrador)
04622738000141,,FIORENZANO BRAZIL ASSESSORIA EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA GETULIO VARGAS,460,VILA OPERARIA,ITAJAI,SC,88303220,Médio/Grande Porte,09/07/2001,"20.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,"limacont@terra.com.br,comercial@fiorenzano.com.br","47  33499894,(47)933499894",GLAUCIO FIORENZANO JORGE (Sócio-Administrador)
21921516000149,INKA PARTNER,INKA CONSULTORIA E GESTAO EMPRESARIAL LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOSE FRANCISCO MAESTRI,811,ESPINHEIROS,ITAJAI,SC,88317280,Micro Empresa,23/02/2015,"20.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,kalelck@hotmail.com,47  33497563,"CARLA KONSTANTINO CARVALHO (Sócio-Administrador),ELCIO DE SOUZA CARVALHO (Sócio-Administrador)"
08203784000167,,"HMF- ASSESSORIA, CONSULTORIA E REPRESENTACOES LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA XV DE NOVEMBRO,200,CENTRO,ITAJAI,SC,88301420,Micro Empresa,27/07/2006,"1.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33485387,"EUNICE APARECIDA DE ALMEIDA (SÓCIO/ADMINISTRADOR),HERILDO MONTEIRO FILHO (Sócio-Administrador)"
01695312000120,,"SINERGIA CONSULTORIA, ASSESSORIA E TREINAMENTO LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOSE ROSA,254,CORDEIROS,ITAJAI,SC,88310640,Micro Empresa,04/03/1997,"15.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,anunescont@terra.com.br,47  33483363,
04760067000185,REDE DR. COMEX,EXPORT MANAGER NEGOCIOS INTERNACIONAIS EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA URUGUAI,122,CENTRO,ITAJAI,SC,88302200,Pequeno Porte,30/10/2001,"140.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contato@ethicacontabil.com.br,47  33483233,CLAUDIO CESAR SOARES (Sócio-Administrador)
05507992000161,,HENRIART PARTICIPACOES E CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 1401,70,CENTRO,BALNEARIO CAMBORIU,SC,88330798,Micro Empresa,28/11/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,itajai@mcmcontabilidade.com.br,47  33482850,"MARCOS ANTONIO BIANCHINI MARTINS (Sócio-Administrador),ROBERTA FORSTER FULFARO MARTINS (SÓCIO/ADMINISTRADOR)"
14603291000117,SERVIDORA SOLUCOES EMPRESARIAIS,SERVIDORA CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CONSELHEIRO JULIO KUMM,515,PRAIA BRAVA,ITAJAI,SC,88306823,Médio/Grande Porte,10/11/2011,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33481090,EDUARDO ALEXANDRE DOS SANTOS (Sócio-Administrador)
03119846000133,BIRO DA CRIACAO,OFICINA BIRO DA CRIACAO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ELIOTERIA VIEIRA FIGUEREDO,123,SANTO ANTONIO,BALNEARIO DE PICARRAS,SC,88380000,Micro Empresa,22/04/1999,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33454809,"DANIELLE HEIDENREICH GARCIA (SÓCIO/ADMINISTRADOR),LUIZ CARLOS BORBA GARCIA (Sócio-Administrador)"
11622795000196,,ASSECONSULT GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA MARCOS KONDER,868,CENTRO,ITAJAI,SC,88301302,Médio/Grande Porte,01/03/2010,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,asseconsult1@gmail.com,47  33443462,"ALVARO LUCHETTA JUNIOR (SÓCIO/ADMINISTRADOR),MARCUS GERNOT ROBECK (Sócio-Administrador)"
06910578000161,,LEX CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA MINISTRO VICTOR KONDER,240,CENTRO,ITAJAI,SC,88301700,Micro Empresa,09/08/2004,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,lexconte@matrix.com.br,47  33440990,VANESSA TOBALDINI NOGUEIRA (Sócio-Administrador)
21903127000190,,RIO ACU PESCADOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA URUGUAI,122,CENTRO,ITAJAI,SC,88302200,Médio/Grande Porte,20/02/2015,"5.251.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33412681,"KATIUSKA WALESKA BURGOS GENERAL (Sócio-Administrador),PUNTA GALERA, S.A. (SÓCIO/ADMINISTRADOR)"
04868442000105,,MARK-UP INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA JORGE LACERDA 1295  COMPLEXO POLYMPORT,1295,ESPINHEIROS,ITAJAI,SC,88317902,Micro Empresa,15/01/2002,"592.300,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,societario1.ocparati@terra.com.br,47  33410200,MARCELO CAETANO BOFF DE SOUZA (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
03114407000138,KOBATECH,KOBATECH - PLANEJAMENTO LOGISTICO E INDUSTRIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA AUGUST PAGEL,195,ITOUPAVA CENTRAL,BLUMENAU,SC,89068040,Médio/Grande Porte,13/04/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33380629,"FERNANDO TAIZO KOBAYASHI (Sócio-Administrador),LEONICE KANTOVICK (SÓCIO/ADMINISTRADOR)"
23674696000137,,ITM ASSESSORIA E CONSULTORIA EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA COSTA RICA,102,PONTA AGUDA,BLUMENAU,SC,89050090,Micro Empresa,16/11/2015,"100.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33380001,ELLEN SOARES DE SOUZA (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
10593717000148,JVM ASSESSORIA EMPRESARIAL,JVM ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA EMMA FREYGANG,349,GARCIA,BLUMENAU,SC,89022250,Micro Empresa,23/01/2009,"2.200,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),jvmassessoria.com.br,"artur@jvmassessoria.com.br,joel@jvmassessoria.com.br,contato@jvmassessoria.com.br",47  33362187,"ARTUR DALLAGNELO (SÓCIO/ADMINISTRADOR),JOEL DALLAGNELO (Sócio-Administrador),MATHEUS LUIZ DALLAGNELO (SÓCIO/ADMINISTRADOR),RAFAELA MACEDO DE LIMA (SÓCIO/ADMINISTRADOR),VILMA CHEGATTI DALLAGNELO (SÓCIO/ADMINISTRADOR)"
02569995000131,,GEVARD CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA AUGUSTA,34,GARCIA,BLUMENAU,SC,89022475,Micro Empresa,11/05/1998,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33360332,"LEONOR GEVARD (SÓCIO/ADMINISTRADOR),WILSON GEVARD JUNIOR (Sócio-Administrador)"
16862280000187,,TEXSTYLE ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ANTONIO CANDIDO DE FIGUEIREDO,67,VILA NOVA,BLUMENAU,SC,89035310,Médio/Grande Porte,11/09/2012,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,christiane@tcbadvogados.com.br,47  33351035,"MATHIAS CHRIST JACOBS (SÓCIO/ADMINISTRADOR),RONALDO CELIO JACOBS (Sócio-Administrador)"
23318738000105,ACROPOLE CONSULTORIA EM ADMINISTRACAO PUBLICA,MAJOA CONSULTORIA EM GESTAO PUBLICA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA RUDOLFO KIENEN,170,TESTO SALTO,BLUMENAU,SC,89074410,Micro Empresa,22/09/2015,"20.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33349073,"AARON THIMOTY MARCAL (Sócio-Administrador),MARLENE DE OLIVEIRA MARCAL (SÓCIO/ADMINISTRADOR)"
22391580000128,GREENSTAR,GREENSTAR GESTAO E ESTRATEGIA EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA TIFA PAUSCH,3800,ENCANO,INDAIAL,SC,89080001,Médio/Grande Porte,05/05/2015,"78.800,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33333918,ERNESTO GUILHERME WERNER SCHULZ (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
28194478000119,,M.GRAF CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LAURO MULLER,18,CENTRO,INDAIAL,SC,89080001,Micro Empresa,14/07/2017,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33332511,"ADALBERTO GRAF (SÓCIO/ADMINISTRADOR),MICHELE GRAF (Sócio-Administrador)"
03786072000102,,JMK ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CORONEL ARISTILIANO RAMOS,512,CENTRO,GASPAR,SC,89110067,Micro Empresa,26/04/2000,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33325757,"JOHNI KOCH (Sócio-Administrador),MARIA AUGUSTA CALDEIRA KOCH BUTTENDORF (SÓCIO/ADMINISTRADOR)"
07220458000103,,CONSULTRA PARTICIPACOES E ASSESSORIA MERCADOLOGICA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GERALDO CLAUDINO DOS SANTOS,197,GASPAR GRANDE,GASPAR,SC,89110001,Médio/Grande Porte,18/02/2005,"71.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,jbarth@bdscontabil.com.br,47  33322900,"ALEXANDRA APARECIDA DOS SANTOS (Sócio-Administrador),VICTOR VIRGILIO DAGNONI (Sócio Ou Acionista Menor (Assistido/Representado))"
18713896000111,,SAO FRANCISCO ASSESSORIA E CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA SAO PAULO,2546,ITOUPAVA NORTE,BLUMENAU,SC,89030000,Médio/Grande Porte,20/08/2013,"12.230.277,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,leilapf@terra.com.br,47  33293816,"EMANOELLE ERACI DA CUNHA STRATMANN (SÓCIO/ADMINISTRADOR),ERACI MARIA DA CUNHA (SÓCIO/ADMINISTRADOR),GIOVANA CARLA DA CUNHA NOGUEIRA (SÓCIO/ADMINISTRADOR),HELOISA CELIA DA CUNHA TARNOWSKI (SÓCIO/ADMINISTRADOR),SANDRA CLARA DA CUNHA (Sócio-Administrador),SILVIA CRISTINA DA CUNHA VEDANA (SÓCIO/ADMINISTRADOR),SONIA REGINA DA CUNHA (Sócio-Administrador)"
